,city,name,url,review_score,description,location
155,Amiens,Holiday Inn Express Amiens by IHG,https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=5499014_287472457_2_1_0&highlighted_blocks=5499014_287472457_2_1_0&matching_block_id=5499014_287472457_2_1_0&sr_pri_blocks=5499014_287472457_2_1_0__25400&from=searchresults,"8,0",2 lits simples,Amiens
156,Amiens,Hotel Central Anzac,https://www.booking.com/hotel/fr/central-anzac.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=28253201_201922128_0_2_0&highlighted_blocks=28253201_201922128_0_2_0&matching_block_id=28253201_201922128_0_2_0&sr_pri_blocks=28253201_201922128_0_2_0__12220&from=searchresults,"7,1",1 lit double,Amiens
157,Amiens,"Maison confortable, terrasse et jardin à Amiens",https://www.booking.com/hotel/fr/maison-confortable-terrasse-et-jardin-a-amiens.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=899770801_360666116_6_0_0&highlighted_blocks=899770801_360666116_6_0_0&matching_block_id=899770801_360666116_6_0_0&sr_pri_blocks=899770801_360666116_6_0_0__15807&from=searchresults,"9,0",Hébergement géré par un particulier,Amiens
158,Amiens,Première Classe Amiens,https://www.booking.com/hotel/fr/premia-re-classe-amiens.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=116371302_191427315_2_10_0&highlighted_blocks=116371302_191427315_2_10_0&matching_block_id=116371302_191427315_2_10_0&sr_pri_blocks=116371302_191427315_2_10_0__9304&from=searchresults,"6,5","2 lits (1 lit simple, 1 grand lit double)",Amiens
159,Amiens,WHITE HOUSE DHAVERNAS - FREE PARKiNG - PROCHE CENTRE,https://www.booking.com/hotel/fr/white-house-dhavernas.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=819958904_415520621_0_0_0&highlighted_blocks=819958904_415520621_0_0_0&matching_block_id=819958904_415520621_0_0_0&sr_pri_blocks=819958904_415520621_0_0_0__18436&from=searchresults,"8,5","2 lits (1 lit double, 1 canapé-lit)",Amiens
160,Amiens,LES PERLES AMIÉNOISES ☆ WHITE PEARL ☆ HYPER CENTRE ☆,https://www.booking.com/hotel/fr/les-perles-amienoises-white-pearl-hyper-centre.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=795461201_395041430_2_0_0&highlighted_blocks=795461201_395041430_2_0_0&matching_block_id=795461201_395041430_2_0_0&sr_pri_blocks=795461201_395041430_2_0_0__19600&from=searchresults,"9,0",1 très grand lit double,Amiens
161,Amiens,Comfort Hotel Amiens Nord,https://www.booking.com/hotel/fr/kyriad-amiens-nord-xml.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=50595005_278942364_2_2_0&highlighted_blocks=50595005_278942364_2_2_0&matching_block_id=50595005_278942364_2_2_0&sr_pri_blocks=50595005_278942364_2_2_0__11100&from_sustainable_property_sr=1&from=searchresults,"7,3",2 lits simples,Amiens
162,Amiens,Cinéma & Disney avec Balcon & Parking en Hyper Centre,https://www.booking.com/hotel/fr/cinema-t3-disney-balcon-hyper-centre.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=810897001_370124127_6_0_0_472666&highlighted_blocks=810897001_370124127_6_0_0_472666&matching_block_id=810897001_370124127_6_0_0_472666&sr_pri_blocks=810897001_370124127_6_0_0_472666_23840&from=searchresults,"8,1","3 lits (1 lit double, 1 canapé-lit, 1 grand lit double)",Amiens
163,Amiens,Moxy Amiens,https://www.booking.com/hotel/fr/campanile-amiens-centre-gare.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=36175706_388146825_2_2_0&highlighted_blocks=36175706_388146825_2_2_0&matching_block_id=36175706_388146825_2_2_0&sr_pri_blocks=36175706_388146825_2_2_0__22000&from_sustainable_property_sr=1&from=searchresults,"8,4",2 lits simples,Amiens
164,Amiens,SUPERBE STUDIO HYPER CENTRE TOUT ÉQUIPÉ WIFI NETFLIX 2PERS,https://www.booking.com/hotel/fr/superbe-studio-hyper-centre-tout-equipe-wifi-netflix-2pers.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=909223101_362108599_0_0_0&highlighted_blocks=909223101_362108599_0_0_0&matching_block_id=909223101_362108599_0_0_0&sr_pri_blocks=909223101_362108599_0_0_0__11984&from=searchresults,"8,5",Hébergement géré par un particulier,Amiens
165,Amiens,Studio NETFLIX Unique Amiens,https://www.booking.com/hotel/fr/studio-spa-privatif-netflix-unique-amiens.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=727829401_370123968_2_0_0&highlighted_blocks=727829401_370123968_2_0_0&matching_block_id=727829401_370123968_2_0_0&sr_pri_blocks=727829401_370123968_2_0_0__15596&from=searchresults,"8,0",1 lit double,Amiens
166,Amiens,Hotel Au Spatial,https://www.booking.com/hotel/fr/au-spatial.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=23731901_410312463_2_2_0&highlighted_blocks=23731901_410312463_2_2_0&matching_block_id=23731901_410312463_2_2_0&sr_pri_blocks=23731901_410312463_2_2_0__11880&from=searchresults,"7,2",1 lit double,Amiens
167,Amiens,Location d'appartements - Cosysejour - Calme Fibre Netflix,https://www.booking.com/hotel/fr/la-parenthese-amienoise-calme-easy-parking-netflix.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=807615601_367845996_2_0_0&highlighted_blocks=807615601_367845996_2_0_0&matching_block_id=807615601_367845996_2_0_0&sr_pri_blocks=807615601_367845996_2_0_0__14800&from=searchresults,"9,0",Hébergement géré par un particulier,Amiens
168,Amiens,The SPA - Voyage des sens,https://www.booking.com/hotel/fr/the-spa-experience-sensorielle-extraordinaire.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=986775401_399044801_2_0_0&highlighted_blocks=986775401_399044801_2_0_0&matching_block_id=986775401_399044801_2_0_0&sr_pri_blocks=986775401_399044801_2_0_0__26949&from=searchresults,"9,1",Hébergement géré par un particulier,Amiens
169,Amiens,DOMITYS - La Plume de Samara - Résidence sénior,https://www.booking.com/hotel/fr/domitys-la-plume-de-samara.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=1337462902_406195496_0_0_0_761965&highlighted_blocks=1337462902_406195496_0_0_0_761965&matching_block_id=1337462902_406195496_0_0_0_761965&sr_pri_blocks=1337462902_406195496_0_0_0_761965_18630&from=searchresults,"9,1",1 lit double,Amiens
170,Amiens,L'enveloppe Romantique,https://www.booking.com/hotel/fr/enveloppe-romantique.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=994866701_372391696_2_0_0&highlighted_blocks=994866701_372391696_2_0_0&matching_block_id=994866701_372391696_2_0_0&sr_pri_blocks=994866701_372391696_2_0_0__35190&from=searchresults,"8,6",Hébergement géré par un particulier,Amiens
171,Amiens,Le Chaudron d'Or - 41m2 - Hyper Centre - Mezzanine - Clim - WIFI HD,https://www.booking.com/hotel/fr/le-chaudron-d-or-appartement-confort-hyper-centre.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=868349101_359946162_2_0_0&highlighted_blocks=868349101_359946162_2_0_0&matching_block_id=868349101_359946162_2_0_0&sr_pri_blocks=868349101_359946162_2_0_0__15809&from=searchresults,"8,2",Hébergement géré par un particulier,Amiens
172,Amiens,Duplex au pied de la gare - NETFLIX - Hyper-centre,https://www.booking.com/hotel/fr/duplex-au-pied-de-la-gare-netflix-hyper-centre.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=713992801_370123909_4_0_0_472677&highlighted_blocks=713992801_370123909_4_0_0_472677&matching_block_id=713992801_370123909_4_0_0_472677&sr_pri_blocks=713992801_370123909_4_0_0_472677_17237&from=searchresults,"8,6","2 lits (1 lit double, 1 grand lit double)",Amiens
173,Amiens,La Parenthèse Envoutée,https://www.booking.com/hotel/fr/aux-caves.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=180281107_326760762_2_34_0&highlighted_blocks=180281107_326760762_2_34_0&matching_block_id=180281107_326760762_2_34_0&sr_pri_blocks=180281107_326760762_2_34_0__39140&from=searchresults,"9,0",1 grand lit double,Amiens
174,Amiens,"Le jardin secret d'Amiens Hypercentre cathédrale, Parking",https://www.booking.com/hotel/fr/le-jardin-secret-d-amiens-hypercentre-cathedrale.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=959287801_369862393_6_0_0&highlighted_blocks=959287801_369862393_6_0_0&matching_block_id=959287801_369862393_6_0_0&sr_pri_blocks=959287801_369862393_6_0_0__35537&from=searchresults,"7,8","4 lits (2 canapés-lits, 2 grands lits doubles)",Amiens
175,Amiens,Auberge de Jeunesse HI Amiens,https://www.booking.com/hotel/fr/auberge-de-jeunesse-hi-amiens.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=664786702_378254427_2_40_0&highlighted_blocks=664786702_378254427_2_40_0&matching_block_id=664786702_378254427_2_40_0&sr_pri_blocks=664786702_378254427_2_40_0__10200&from_sustainable_property_sr=1&from=searchresults,"7,8",2 lits simples,Amiens
176,Amiens,Le Duplex 3 chambres - 1P à 7P - Saint Honore,https://www.booking.com/hotel/fr/superbe-duplex-3-chambres-amiens.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtH8qcYGwAIB0gIkMzYzNjNhY2MtMjY1Yy00ZWU1LWEzOTgtMzU2OGU2MDlhYTdi2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=dc574228722a02b2&srepoch=1758101075&all_sr_blocks=910343701_418594444_4_0_0&highlighted_blocks=910343701_418594444_4_0_0&matching_block_id=910343701_418594444_4_0_0&sr_pri_blocks=910343701_418594444_4_0_0__20773&from=searchresults,"8,5","4 lits (1 lit simple, 3 lits doubles)",Amiens
177,Lille,Campanile Lille Euralille,https://www.booking.com/hotel/fr/campanile-lille-euralille-xml.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtT8qcYGwAIB0gIkNWVhZWY1NTAtM2U1Yy00ZGNmLTlmYjEtOWJhMDc2YjNhNTMw2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=525f422a21d70244&srepoch=1758101077&all_sr_blocks=48712604_130795774_2_42_0&highlighted_blocks=48712604_130795774_2_42_0&matching_block_id=48712604_130795774_2_42_0&sr_pri_blocks=48712604_130795774_2_42_0__31304&from=searchresults,"8,2","2 lits (1 lit simple, 1 grand lit double)",Lille
178,Lille,B&B HOTEL Lille Centre Grand Palais,https://www.booking.com/hotel/fr/b-b-lille-centre-grand-palais.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtT8qcYGwAIB0gIkNWVhZWY1NTAtM2U1Yy00ZGNmLTlmYjEtOWJhMDc2YjNhNTMw2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=525f422a21d70244&srepoch=1758101077&all_sr_blocks=25461402_88554401_0_42_0&highlighted_blocks=25461402_88554401_0_42_0&matching_block_id=25461402_88554401_0_42_0&sr_pri_blocks=25461402_88554401_0_42_0__22804&from_sustainable_property_sr=1&from=searchresults,"7,9",1 grand lit double,"Centre de Lille, Lille"
179,Lille,Duplex next to Grand Place,https://www.booking.com/hotel/fr/old-lille-cozy-and-bright-duplex-3pers-lille2.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtT8qcYGwAIB0gIkNWVhZWY1NTAtM2U1Yy00ZGNmLTlmYjEtOWJhMDc2YjNhNTMw2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=525f422a21d70244&srepoch=1758101077&all_sr_blocks=933328101_402345244_3_0_0&highlighted_blocks=933328101_402345244_3_0_0&matching_block_id=933328101_402345244_3_0_0&sr_pri_blocks=933328101_402345244_3_0_0__20158&from=searchresults,"7,2","2 lits (1 lit simple, 1 lit double)","Vieux-Lille, Lille"
180,Lille,B&B HOTEL Lille Lillenium Eurasanté,https://www.booking.com/hotel/fr/b-amp-b-lille-lillenium-eurasante-lille.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtT8qcYGwAIB0gIkNWVhZWY1NTAtM2U1Yy00ZGNmLTlmYjEtOWJhMDc2YjNhNTMw2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=525f422a21d70244&srepoch=1758101077&all_sr_blocks=845830901_351573218_0_2_0&highlighted_blocks=845830901_351573218_0_2_0&matching_block_id=845830901_351573218_0_2_0&sr_pri_blocks=845830901_351573218_0_2_0__22004&from_sustainable_property_sr=1&from=searchresults,"8,5",1 grand lit double,"Lille Sud, Lille"
181,Lille,Character apartment in the heart of Old Lille,https://www.booking.com/hotel/fr/vieux-lille-nice-apartment-renovated-with-character.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtT8qcYGwAIB0gIkNWVhZWY1NTAtM2U1Yy00ZGNmLTlmYjEtOWJhMDc2YjNhNTMw2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=525f422a21d70244&srepoch=1758101077&all_sr_blocks=832273802_388012668_2_0_0&highlighted_blocks=832273802_388012668_2_0_0&matching_block_id=832273802_388012668_2_0_0&sr_pri_blocks=832273802_388012668_2_0_0__19335&from=searchresults,"6,0",1 lit double,"Vieux-Lille, Lille"
182,Lille,Ibis Budget Lille Gares Vieux-Lille,https://www.booking.com/hotel/fr/ibis-budget-lille-centre.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtT8qcYGwAIB0gIkNWVhZWY1NTAtM2U1Yy00ZGNmLTlmYjEtOWJhMDc2YjNhNTMw2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=525f422a21d70244&srepoch=1758101077&all_sr_blocks=66749302_376292034_2_2_0&highlighted_blocks=66749302_376292034_2_2_0&matching_block_id=66749302_376292034_2_2_0&sr_pri_blocks=66749302_376292034_2_2_0__25540&from=searchresults,"7,1","2 lits (1 lit double, 1 lit superposé)","Vieux-Lille, Lille"
183,Lille,HOTEL AMBASSADEUR,https://www.booking.com/hotel/fr/ambassadeur-lille.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtT8qcYGwAIB0gIkNWVhZWY1NTAtM2U1Yy00ZGNmLTlmYjEtOWJhMDc2YjNhNTMw2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=525f422a21d70244&srepoch=1758101077&all_sr_blocks=476227801_149346635_2_2_0&highlighted_blocks=476227801_149346635_2_2_0&matching_block_id=476227801_149346635_2_2_0&sr_pri_blocks=476227801_149346635_2_2_0__26100&from=searchresults,"8,0",1 lit double,"Centre de Lille, Lille"
184,Lille,Au Cœur du Jardin,https://www.booking.com/hotel/fr/au-caur-du-jardin.fr.html?aid=356980&label=gog235jc-10CAQoggI46wdIM1gDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtT8qcYGwAIB0gIkNWVhZWY1NTAtM2U1Yy00ZGNmLTlmYjEtOWJhMDc2YjNhNTMw2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-09-17&checkout=2025-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=525f422a21d70244&srepoch=1758101077&all_sr_blocks=44250603_204823491_2_0_0&highlighted_blocks=44250603_204823491_2_0_0&matching_block_id=44250603_204823491_2_0_0&sr_pri_blocks=44250603_204823491_2_0_0__46000&from=searchresults,"9,1",Hébergement géré par un particulier,"Centre de Lille, Lille"
