,city,name,url,review_score,description,location,lat,lon
20,Biarritz,Hôtel de La Plage,https://www.booking.com/hotel/fr/de-la-plage-biarritz.fr.html?aid=356980&label=mkt123sc-5b742487-646e-4dc8-920a-f026225c68f7&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=0a47d8a0527fe43da35d37f6d67e344e&srepoch=1770634997&all_sr_blocks=53934512_386021365_2_2_0&highlighted_blocks=53934512_386021365_2_2_0&matching_block_id=53934512_386021365_2_2_0&sr_pri_blocks=53934512_386021365_2_2_0__41276&from=searchresults,"9,3",1 grand lit double,missing value,,
21,Biarritz,Nemea Appart Hotel Les Hauts de Milady Biarritz,https://www.booking.com/hotel/fr/nemea-appart-les-hauts-de-milady.fr.html?aid=356980&label=mkt123sc-5b742487-646e-4dc8-920a-f026225c68f7&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=0a47d8a0527fe43da35d37f6d67e344e&srepoch=1770634997&all_sr_blocks=833592804_348641060_5_2_0&highlighted_blocks=833592804_348641060_5_2_0&matching_block_id=833592804_348641060_5_2_0&sr_pri_blocks=833592804_348641060_5_2_0__30566&from=searchresults,"7,2","4 lits (2 lits simples, 1 lit double, 1 canapé-lit)",missing value,,
22,Biarritz,Ama Hôtel,https://www.booking.com/hotel/fr/alcyon-biarritz.fr.html?aid=356980&label=mkt123sc-5b742487-646e-4dc8-920a-f026225c68f7&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=0a47d8a0527fe43da35d37f6d67e344e&srepoch=1770634997&all_sr_blocks=5526202_88559404_0_2_0&highlighted_blocks=5526202_88559404_0_2_0&matching_block_id=5526202_88559404_0_2_0&sr_pri_blocks=5526202_88559404_0_2_0__22364&from=searchresults,"8,8",1 grand lit double,missing value,,
23,Biarritz,Hotel Edouard VII,https://www.booking.com/hotel/fr/edouard-vii.fr.html?aid=356980&label=mkt123sc-5b742487-646e-4dc8-920a-f026225c68f7&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=0a47d8a0527fe43da35d37f6d67e344e&srepoch=1770634997&all_sr_blocks=5457919_395968172_0_2_0&highlighted_blocks=5457919_395968172_0_2_0&matching_block_id=5457919_395968172_0_2_0&sr_pri_blocks=5457919_395968172_0_2_0__23780&from=searchresults,"9,2",1 lit double,"{'amenity': 'Hôtel de ville', 'road': 'Avenue Édouard VII', 'subdivision': 'Lapurdi', 'town': 'Biarritz', 'municipality': 'Bayonne', 'county': 'Pyrénées-Atlantiques', 'ISO3166-2-lvl6': 'FR-64', 'state': 'Nouvelle-Aquitaine', 'ISO3166-2-lvl4': 'FR-NAQ', 'region': 'France métropolitaine', 'postcode': '64200', 'country': 'France', 'country_code': 'fr'}",43.4831422,-1.5583662
24,Biarritz,Sure Hotel by Best Western Biarritz Aeroport,https://www.booking.com/hotel/fr/amaryshotel.fr.html?aid=356980&label=mkt123sc-5b742487-646e-4dc8-920a-f026225c68f7&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=0a47d8a0527fe43da35d37f6d67e344e&srepoch=1770634997&all_sr_blocks=21735425_88559430_2_34_0&highlighted_blocks=21735425_88559430_2_34_0&matching_block_id=21735425_88559430_2_34_0&sr_pri_blocks=21735425_88559430_2_34_0__19544&from=searchresults,"8,0",1 lit double,missing value,,
25,Marseille,Splendid 2,https://www.booking.com/hotel/fr/cmg-marseille-47-opera.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=752833901_392973019_4_0_0&highlighted_blocks=752833901_392973019_4_0_0&matching_block_id=752833901_392973019_4_0_0&sr_pri_blocks=752833901_392973019_4_0_0__46916&from=searchresults,"6,9","3 lits (2 lits doubles, 1 canapé-lit)",missing value,,
26,Marseille,Novotel Suites Marseille Centre Euromed,https://www.booking.com/hotel/fr/marseille-centre-euromed.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=5900954_94278311_2_34_0&highlighted_blocks=5900954_94278311_2_34_0&matching_block_id=5900954_94278311_2_34_0&sr_pri_blocks=5900954_94278311_2_34_0__24643&nad_id=06a11617-1883-4603-87a6-aa6c904f4c29_6&nad_cpc=0.6&nad_track=eyJhdWN0aW9uRXBvY2giOjE3NzA2MzUwOTI4NTYsInJhbmsiOjEsImtvZGRpVHJhY2tpbmdJbmZvIjoiYlhOd0tkZFk4cGVyTE5uZGdoRkxWczlBS3R5ZmVYdnZuMlZ0VGJUcWZTaC9CT3hCSUJuQUt3U1RRN0FUMTBTbHdGSTBoaFhKWmtMeUNweDFidU1wWDgwaGhIcVJiNVA5YURRc0haUjd5K2hUYkdOZFhWd1U2UGZCa0RTYjVzYnNhTTVEcTFOemFTMnRQUWRPazg3L3ZKdkhCdThScm9Fai96MWFmWGJHYzdubGpTeTRNc2tLZ0pXUTlKaitOWlZEZURpMGdDbktHbDJ2c1B4QnN2ZU5SbzVhVWlBQ0EzRWpzZURpTjVpNk5CUzE4Q0FlVTdnMjA5L05OVGJJV2xMZWN0dW1IS0ZkWThsRC9YSGdrNk9PTytQUkVROURNc1pobExseERFMm56VzVJa1RYUWcvblRTTEdyNVBiOUt0c3FEc2RMN2s1ampzcXVmT09oeUVTYWsxSG5CRXBCSnFtMGtveVRpeG5pdlVHR0lzTG5RWm1oamlYdHFHVlZ4OTNRUFR2M3U4cXU4ZlloQi8rVnl0NU5zQ0g1OHVuTktvRXIyNnVER2VtQzJZemswZEhQTVZZNzhCeHd6SEZzaVFmdWxrb2cyeEREMG5xV05Ja1R6V3lPL2lPaitWdTVGdGlWTjdWU1kvc0ZtVnpKZFltR2FnMktHM0pYVjI2emhmdUF3em1IM2pVU0pGZ0ZEdnczUHNGUzFiNnpESE4waUFzTXJrbWZPeHEzWkc2UUUvWHRJeWNyZ3k3NWRJd3BxLzl2bnpwcnFIeGwxbTB2cndKSHlxa1VjNTBxZmIyTGdiSXIxQ1F6b1p4ZEdoSy9veHNReEVYMUVHdjVFeXBBUURyeVQzYjZSQXBtSzlxUnVRY1FSOGNuVS9mUzJQNmZKbmkwT1F5aTBwVTQ0SExUdEZhRXZORUtlVVg0Q0JxVVlkM2NmRHJtQ1VIcTlMc1hLUndxVDErT3dZcHJBMWNZcFkvY0pqT3pqeUdaSUtXYzBMeGRzamR6bDZUMTJkQnc4WHkrYythcTV6VUhLaDhNZ2lXelpJZ1M1TEErSGVScWdEWlpHSXM0eUVhZnJuamZ2UXEvWGptM1V2WGFCT1dHNCtjR25QOHcxcU9xZGtvcmZTMjl5UmgvZEFPbFpReHVDL0JmcTNZdWxJL1lxRUl2QW1uWTdUQXA2eWp6MUNXTGRzY0hhSHIrbzlTRTNBTVdmWmM3dUtMWXlPcC96TmxIWGtLL0l1UTkzaEVuL2wwQVNMUytrUTA0NnhmWDFtMzVkenZPdXVaKzlNbkFaelJxamJKM29yYUZHVGhFdXAvZ2drSnpyaytXYUxjNjRpdzR6aFgyT1ZQQTZ2TUNCb1NxM2tETEVKREplZldYMHJteXpSRDkyOE9WMHQxTEJxaTBWemZHM2NEWk1vRFBpUHp5bDV2WmNaM0x1a01yM25HcXJBS3FlTnk2Uzd5OEFhb2p5Vkx6czR3Z1dYTjJoZmpNSVZxb2tkd0pqYTNpaU5neXBzY0RiMUU1T3RMeXgxNk5zMnZSSmxPeTZJRk5Da2hTakhyRkxtaUFwNU9TYlExMmVvdGI5ajdmUzBpR1FRU1crak9kMnVMaWdpUFIxNkdZV0tZb0dGNmpPNm9pb2NFcitTTnZvS3JCRGR3R1Qyc3pjSnZzOW5wWE5QNFRqd1ltWDBxSW50OGNXQXI0Y3VEVGxyRVhPK0pVVkZ6bW15bEoyZmVwUURxdU9yVWdHUlFrQU93Ulo4bGRMbEJzY0Y4ZUxGNHI2M1V2ZE96TVNmTUorV25ub1NTd2p6Z0tmdXRLaGJ4ZmE1VGFYU0FWbGZDRnZjSjVXQjhtYytOS3ZKMnpkT2R0bEVMY05FbCtPQ1NOUGt0Vmx5RW9jckpaOHQyTnF5bzI5YUxWeCtoV1NWcTdCNjNPYXprOXlKZjhTYW1XNmRaN2IzVmcrYnlyaFBCbmlXdlpCUWsramZsbmxPb1VmVVNyNGRWNkpCUFBzSDVKcEVyVU5hSUhySTFUWWk5WWdvb1V0VUpLNW1WOVE2Zzc1dlRLZ2wvMCJ9&nad_placement=SR_MAIN&from=searchresults,"8,3","2 lits (1 lit simple, 1 lit double)",missing value,,
27,Marseille,Staycity Aparthotels Marseille Centre Vieux Port,https://www.booking.com/hotel/fr/staycity-aparthotels-centre-vieux-port.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=198372801_93980877_2_2_0&highlighted_blocks=198372801_93980877_2_2_0&matching_block_id=198372801_93980877_2_2_0&sr_pri_blocks=198372801_93980877_2_2_0__13014&from=searchresults,"8,5",Types de lits : 1 lit double ou 2 lits simples,missing value,,
28,Marseille,ibis Styles Marseille Centre Prado Place Castellane,https://www.booking.com/hotel/fr/marseille-castellane.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=28470501_102711559_2_1_0&highlighted_blocks=28470501_102711559_2_1_0&matching_block_id=28470501_102711559_2_1_0&sr_pri_blocks=28470501_102711559_2_1_0__17664&nad_id=06a11617-1883-4603-87a6-aa6c904f4c29_4&nad_cpc=0.61&nad_track=eyJhdWN0aW9uRXBvY2giOjE3NzA2MzUwOTI4NTgsInJhbmsiOjIsImtvZGRpVHJhY2tpbmdJbmZvIjoiYlhOd0tkZFk4cGVyTE5uZGdoRkxWczljS3VTZmVkdnZwMlZ0dmJVa2JEeGRsbFNzb1M0M0JLcHpzajhtYkdvd21QUFh0S051Z1pYZGp1WjJMWTcycDZ4Zm5HcVBiNVg5YWpRSjJkUWpqQkY0b01iYjlUd0VyVEIyVThBWUVaSCtWc3BHeDVJM00rM1NsU3FYU0t1SDJ2ZmhVMWhQS1J2b0NXWUZlNUJyYnh1ZDFaV2Y0VG9zN2NPWjB3TTlPMFhSZGhoL3JWelU4cmxjVExDSkczZWJ5RFRhakpBR0RmV0VqVGJxVTZqa0hpWm9PRVlTZUwrSGR3cjRMd1R1MERRbit5aUp2VkRUSEduNnRwQmFuUU9MdlZQUXhnN3ZEUWprU1BGVzZ3OUtUWGtHVisrZWxyQW9Mc2ZMdUVNSmVZV3F4blJ2N1I5THpabGdQNXNzbllyeUdkTGhVT2V1SEphelFaSk9CMjFmbjIrNjMyQ0l0YlMyN01vblNRbGNrMzRFUHpWUUJoZnNBQmY0S0NjOUYxdENFb2dkUWZzMDJVN0RRL2dqVHc2dVhvcEhkVVhOd2FmU20rWEVZdTJKeTVVeEpMeFdVTWFsdkFUQ2lUeThNODNzazJZQWFDUGlhTk4reHBvU0k0MXVtSFJYYnVqdlh3MHpLNmhxZXFqbnhINHRVY0hlL2tsd1RUQnpKWlRnL2t6TUtUajluNkJ0WVB5WXJoZGdSOWxnUEgvVGlIaXdPbVduTk4yZW03a1NadEJna1ZjblNVMWZLd3pqWEpWbnBYR3RwSmVQR2F6eGcrVDNwT0dhUkxPbGo1VHNPSnFDSGxRUERROURDcWFVYU1ocnUzeFhOTmZMbjJFMmFmZ1dVdmU0KzR6N3o3NkpqK2NpNFM0am1lMUpMZHNqRllOZi8yYnFpcktlekExQ2x2dW9YNFJzUkgvbDZjSDNFK2JzRXJhdEl4RWtxLzREK2Y5WWgvYjJDdnZDMnRNRi9YL1FGaSttY3NjYlFLd3NFYXJDOXhlVlFDSUdZVzEvUUtUdTUwWXlLTEgySUIvajRSSVc0VlBLY21nNVdsOTY5MFZpam1IcnhOamExVEJPKzJmdFFjcDVWS0xOUE1Cb3paZlIwTzJ5QjUyVVRwQ0VjclJiY2N5MEEzdXQzck5qU1RMYTNuY21ncnIyWklQa0Q5dHlVL00wTU1BMXljeGlMRzFVbXg4Q3hmdGdxT2tkZmpLNjZqUVlubVpsejV5alM4SHkxZWFzY2hrZ1NQVjFITFRRN25PWWtvNjUvMllpV1VRZm03bkVjTTR0aWtJUFgxWk50c1Uvb1QwYkx2b08vQm85ZDdYQ0YrdW5rSVhVaVQ5ZTZrRmtsNWwvSXY4TmZsTFZ6SG9nbGxEZ2lnSW93YnpMcVEzU2R3WVpYN25yZ0kvLzRFSXhCYVZCU2NMZSt6RlJCSXFvVjFXbGdxSVhIOWFJZTZUcFZEZVZjM1JOUWdXWUlSVTM4YVBTV0F0YmJkR0tLNFRxVVV5SUVUbFVYNG9ldGo1QXVadVB3bHNHZFdSNVZQL2tNYksweHBUalNBaU5uWlBWR0RxeUVVak9aRjVMRThFUllBb3hpOU1qOVVXRE1TeHQwZS9uajF0bXEzb0g4YXdaTjZSd2x3d010VE9ZWG1CWGtYL1h2bVNkSFd4N2d1SU9EWDJlbkhsVDIxVllQUVc3MkNSZmJaeUorQUxOVGIvN2Vhc2tDZXUxRDljazFzQXQ0Nk1aRGtiNzJxWkMwZXhuYkswYmpXOEhuSkt0QUc2UGhuZzFLQmQ0S3dsRXNoMzJZNzl6aklWN3dTYldWNnFlaFo2ZzZWVzZVU2x6YzZMU21hTnFKWXVQQWxaaE9Tb3doYTFyZlpWTmhOT2FsZisxNmlsWUtrakFiQnN2aTU1TXJJOVQ1N0MvbFdSWGZUMHA2K0NCT3NSN1FhV0U0Yk4zMUdLNDdHKy9wRHZRQ0VsS2w3dmRTbFV5NC9iTnRGTEJHM2k0ZUVWcWVkOS83b25GQjVlTDFibkhTTXltbStaVzRkM2xMMlE9In0%3D&nad_placement=SR_MAIN&from=searchresults,"8,1",1 lit double,missing value,,
29,Marseille,The Babel Community Hôtel ,https://www.booking.com/hotel/fr/grand-t1-vieux-port-salle-de-sport-amp-rooftop.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=913081412_362691892_2_2_0&highlighted_blocks=913081412_362691892_2_2_0&matching_block_id=913081412_362691892_2_2_0&sr_pri_blocks=913081412_362691892_2_2_0__18164&from=searchresults,"8,4",1 grand lit double,missing value,,
30,Marseille,easyHotel Marseille Euromed,https://www.booking.com/hotel/fr/easyhotel-marseille.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=1202686502_392524608_0_2_0&highlighted_blocks=1202686502_392524608_0_2_0&matching_block_id=1202686502_392524608_0_2_0&sr_pri_blocks=1202686502_392524608_0_2_0__9520&from=searchresults,"8,3",2 lits simples,"{'tourism': 'easyHotel Marseille Euromed', 'road': 'Rue Melchior Guinot', 'quarter': 'La Villette', 'suburb': 'Marseille 3e Arrondissement', 'city': 'Marseille', 'municipality': 'Marseille', 'county': 'Bouches-du-Rhône', 'ISO3166-2-lvl6': 'FR-13', 'state': ""Provence-Alpes-Côte d'Azur"", 'ISO3166-2-lvl4': 'FR-PAC', 'region': 'France métropolitaine', 'postcode': '13003', 'country': 'France', 'country_code': 'fr'}",43.3101669,5.370421
31,Marseille,Hotel Belle,https://www.booking.com/hotel/fr/belle-vue.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=5856213_361969851_2_2_0&highlighted_blocks=5856213_361969851_2_2_0&matching_block_id=5856213_361969851_2_2_0&sr_pri_blocks=5856213_361969851_2_2_0__30464&from_sustainable_property_sr=1&from=searchresults,"8,4",1 lit simple,"{'tourism': 'Hôtel Belle-Vue', 'road': 'Quai du Port', 'quarter': 'Hôtel de Ville', 'suburb': 'Marseille 2e Arrondissement', 'city': 'Marseille', 'municipality': 'Marseille', 'county': 'Bouches-du-Rhône', 'ISO3166-2-lvl6': 'FR-13', 'state': ""Provence-Alpes-Côte d'Azur"", 'ISO3166-2-lvl4': 'FR-PAC', 'region': 'France métropolitaine', 'postcode': '13002', 'country': 'France', 'country_code': 'fr'}",43.2964908,5.3719774
32,Marseille,Hôtel Hermès,https://www.booking.com/hotel/fr/hermes.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=5534601_88553609_0_2_0&highlighted_blocks=5534601_88553609_0_2_0&matching_block_id=5534601_88553609_0_2_0&sr_pri_blocks=5534601_88553609_0_2_0__15520&from=searchresults,"8,1",1 lit double,"{'tourism': 'Hôtel Hermès', 'house_number': '2', 'road': 'Rue Bonneterie', 'quarter': 'Hôtel de Ville', 'suburb': 'Marseille 2e Arrondissement', 'city': 'Marseille', 'municipality': 'Marseille', 'county': 'Bouches-du-Rhône', 'ISO3166-2-lvl6': 'FR-13', 'state': ""Provence-Alpes-Côte d'Azur"", 'ISO3166-2-lvl4': 'FR-PAC', 'region': 'France métropolitaine', 'postcode': '13002', 'country': 'France', 'country_code': 'fr'}",43.2965939,5.371985
33,Marseille,RockyPop Marseille Hôtel,https://www.booking.com/hotel/fr/citadines-aparthotel-marseilleprado.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=21858911_93945031_0_2_0&highlighted_blocks=21858911_93945031_0_2_0&matching_block_id=21858911_93945031_0_2_0&sr_pri_blocks=21858911_93945031_0_2_0__24300&from=searchresults,"9,1",Types de lits : 1 lit double ou 2 lits simples,missing value,,
34,Marseille,Hôtel Maison Montgrand ,https://www.booking.com/hotel/fr/montgrand.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=23856705_97898383_2_42_0&highlighted_blocks=23856705_97898383_2_42_0&matching_block_id=23856705_97898383_2_42_0&sr_pri_blocks=23856705_97898383_2_42_0__24144&from=searchresults,"8,4",Hébergement géré par un particulier,missing value,,
35,Marseille,Aparthotel Adagio Marseille Timone,https://www.booking.com/hotel/fr/hipark-residences-marseille.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=29231106_91918987_2_2_0&highlighted_blocks=29231106_91918987_2_2_0&matching_block_id=29231106_91918987_2_2_0&sr_pri_blocks=29231106_91918987_2_2_0__14184&from_sustainable_property_sr=1&from=searchresults,"8,0",1 lit double,missing value,,
36,Marseille,Chez Bedros,https://www.booking.com/hotel/fr/chez-bedros.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=1364533101_408852599_4_0_0&highlighted_blocks=1364533101_408852599_4_0_0&matching_block_id=1364533101_408852599_4_0_0&sr_pri_blocks=1364533101_408852599_4_0_0__23257&from=searchresults,"9,2",Hébergement géré par un particulier,missing value,,
37,Marseille,Hostel Vertigo Vieux,https://www.booking.com/hotel/fr/vertigo-vieux-port-marseille.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=27089814_352803167_2_2_0&highlighted_blocks=27089814_352803167_2_2_0&matching_block_id=27089814_352803167_2_2_0&sr_pri_blocks=27089814_352803167_2_2_0__12554&from=searchresults,"8,1",2 lits simples,missing value,,
38,Marseille,Hôtel Ligo by HappyCulture,https://www.booking.com/hotel/fr/ligo-by-happyculture-marseille4.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=1257980425_398346757_2_2_0&highlighted_blocks=1257980425_398346757_2_2_0&matching_block_id=1257980425_398346757_2_2_0&sr_pri_blocks=1257980425_398346757_2_2_0__17540&from=searchresults,"8,0",2 lits simples,"{'tourism': 'Hôtel Ligo by Happyculture', 'house_number': '14', 'road': 'Rue Jean Trinquet', 'quarter': 'Les Grands Carmes', 'suburb': 'Marseille 2e Arrondissement', 'city': 'Marseille', 'municipality': 'Marseille', 'county': 'Bouches-du-Rhône', 'ISO3166-2-lvl6': 'FR-13', 'state': ""Provence-Alpes-Côte d'Azur"", 'ISO3166-2-lvl4': 'FR-PAC', 'region': 'France métropolitaine', 'postcode': '13002', 'country': 'France', 'country_code': 'fr'}",43.3015824,5.3707199
39,Marseille,Aparthotel Adagio Access Marseille Prado Périer,https://www.booking.com/hotel/fr/citea-marseille-prado-perier.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=5343221_94272594_2_2_0&highlighted_blocks=5343221_94272594_2_2_0&matching_block_id=5343221_94272594_2_2_0&sr_pri_blocks=5343221_94272594_2_2_0__11904&from_sustainable_property_sr=1&from=searchresults,"8,2",2 lits simples,"{'tourism': 'Aparthotel Adagio Access Marseille Prado Périer', 'house_number': '161', 'road': 'Avenue du Prado', 'quarter': 'Le Rouet', 'suburb': 'Marseille 8e Arrondissement', 'city': 'Marseille', 'municipality': 'Marseille', 'county': 'Bouches-du-Rhône', 'ISO3166-2-lvl6': 'FR-13', 'state': ""Provence-Alpes-Côte d'Azur"", 'ISO3166-2-lvl4': 'FR-PAC', 'region': 'France métropolitaine', 'postcode': '13008', 'country': 'France', 'country_code': 'fr'}",43.2786071,5.3886546
40,Marseille,greet hotel Marseille Parc Chanot Velodrome,https://www.booking.com/hotel/fr/inter-parc-des-expositions.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=5840006_88553617_2_42_0&highlighted_blocks=5840006_88553617_2_42_0&matching_block_id=5840006_88553617_2_42_0&sr_pri_blocks=5840006_88553617_2_42_0__17482&from_sustainable_property_sr=1&from=searchresults,"8,3",1 lit double,missing value,,
41,Marseille,Residhotel Le Grand Prado,https://www.booking.com/hotel/fr/le-grand-prado-marseille.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=5925301_88553635_2_2_0&highlighted_blocks=5925301_88553635_2_2_0&matching_block_id=5925301_88553635_2_2_0&sr_pri_blocks=5925301_88553635_2_2_0__11064&from=searchresults,"7,1",Types de lits : 1 lit double ou 2 lits simples,missing value,,
42,Marseille,B&B HOTEL Marseille Parc Chanot,https://www.booking.com/hotel/fr/ibis-budget-marseille-prado.fr.html?aid=356980&label=mkt123sc-c3130bba-2fd2-4d18-a9dc-ded0f263987f&ucfs=1&arphpl=1&checkin=2026-02-17&checkout=2026-02-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=c1c5c47b8475772b06c432868a068611&srepoch=1770635093&all_sr_blocks=65373707_94499332_0_0_0&highlighted_blocks=65373707_94499332_0_0_0&matching_block_id=65373707_94499332_0_0_0&sr_pri_blocks=65373707_94499332_0_0_0__12821&from=searchresults,"7,0",2 lits simples,missing value,,
